Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,     Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,0,443886051530,7.749000,0.447000,-1.724000,34,0,7749,447,-1724,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.693000,0.449000,-1.723000,33,0,7693,449,-1723,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.615000,0.451000,-1.716000,33,0,7615,451,-1716,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.539000,0.452000,-1.710000,33,0,7539,452,-1710,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.453000,0.452000,-1.700000,36,0,7453,452,-1700,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.376000,0.453000,-1.693000,41,0,7376,453,-1693,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.320000,0.455000,-1.690000,42,0,7320,455,-1690,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.272000,0.457000,-1.689000,40,0,7272,457,-1689,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.224000,0.460000,-1.688000,40,0,7224,460,-1688,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.162000,0.461000,-1.683000,39,0,7162,461,-1683,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.121000,0.464000,-1.683000,38,0,7121,464,-1683,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.082000,0.467000,-1.683000,36,0,7082,467,-1683,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,7.043000,0.470000,-1.683000,33,0,7043,470,-1683,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.987000,0.471000,-1.679000,33,0,6987,471,-1679,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.957000,0.475000,-1.681000,33,0,6957,475,-1681,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.909000,0.477000,-1.678000,35,0,6909,477,-1678,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.864000,0.479000,-1.676000,34,0,6864,479,-1676,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.834000,0.482000,-1.677000,33,0,6834,482,-1677,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.802000,0.485000,-1.678000,30,0,6802,485,-1678,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.771000,0.487000,-1.679000,28,0,6771,487,-1679,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.729000,0.490000,-1.677000,28,0,6729,490,-1677,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.687000,0.492000,-1.674000,25,0,6687,492,-1674,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.647000,0.493000,-1.672000,25,0,6647,493,-1672,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.614000,0.496000,-1.672000,25,0,6614,496,-1672,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.589000,0.499000,-1.673000,25,0,6589,499,-1673,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.551000,0.501000,-1.671000,25,0,6551,501,-1671,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.512000,0.503000,-1.669000,25,0,6512,503,-1669,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.474000,0.505000,-1.667000,26,0,6474,505,-1667,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.430000,0.506000,-1.663000,29,0,6430,505,-1663,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.382000,0.508000,-1.657000,32,0,6382,508,-1657,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.329000,0.508000,-1.651000,34,0,6329,508,-1651,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.281000,0.509000,-1.645000,41,0,6281,509,-1645,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.250000,0.511000,-1.644000,48,0,6250,510,-1644,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.198000,0.511000,-1.637000,50,0,6198,510,-1637,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.179000,0.514000,-1.639000,51,0,6179,514,-1639,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.123000,0.514000,-1.630000,52,0,6123,514,-1630,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.087000,0.516000,-1.627000,51,0,6087,516,-1627,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,6.068000,0.519000,-1.628000,51,0,6068,519,-1628,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.955000,0.513000,-1.604000,45,0,5955,513,-1604,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.900000,0.513000,-1.595000,44,0,5900,513,-1595,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.882000,0.516000,-1.596000,42,0,5882,516,-1596,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.859000,0.518000,-1.596000,37,0,5859,518,-1596,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.846000,0.521000,-1.598000,34,0,5846,521,-1598,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.812000,0.522000,-1.594000,37,0,5812,522,-1594,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.791000,0.525000,-1.594000,43,0,5791,525,-1594,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.757000,0.526000,-1.590000,45,0,5757,526,-1590,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.743000,0.529000,-1.591000,42,0,5743,529,-1591,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.704000,0.529000,-1.586000,43,0,5704,529,-1586,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.658000,0.529000,-1.578000,45,0,5658,529,-1578,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.633000,0.531000,-1.576000,40,0,5633,531,-1576,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.599000,0.532000,-1.572000,40,0,5599,532,-1572,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.591000,0.535000,-1.574000,42,0,5591,535,-1574,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.573000,0.537000,-1.574000,40,0,5573,537,-1574,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.545000,0.538000,-1.571000,39,0,5545,538,-1571,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.535000,0.541000,-1.573000,40,0,5535,541,-1573,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.525000,0.544000,-1.574000,41,0,5525,544,-1574,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.504000,0.546000,-1.573000,40,0,5504,546,-1573,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.492000,0.549000,-1.574000,43,0,5492,549,-1574,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.474000,0.551000,-1.573000,41,0,5474,551,-1573,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.471000,0.554000,-1.576000,39,0,5471,554,-1576,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.457000,0.557000,-1.576000,38,0,5457,557,-1576,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.450000,0.560000,-1.578000,40,0,5450,560,-1578,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.432000,0.561000,-1.577000,38,0,5432,561,-1577,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.424000,0.565000,-1.579000,38,0,5424,565,-1579,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.409000,0.567000,-1.578000,37,0,5409,567,-1578,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.397000,0.569000,-1.578000,38,0,5397,569,-1578,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.387000,0.571000,-1.579000,38,0,5387,571,-1579,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.366000,0.573000,-1.576000,39,0,5366,573,-1576,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.351000,0.575000,-1.575000,40,0,5351,575,-1575,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.364000,0.580000,-1.583000,40,0,5364,580,-1583,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.343000,0.581000,-1.580000,39,0,5343,581,-1580,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.307000,0.581000,-1.572000,39,0,5307,581,-1572,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.271000,0.580000,-1.565000,40,0,5271,580,-1565,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.241000,0.580000,-1.559000,41,0,5241,580,-1559,0,0,0
5,1,1,0,0x00000000,0,0,443886051530,5.233000,0.583000,-1.560000,42,0,5233,583,-1560,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.201000,0.582000,-1.553000,36,0,5201,582,-1553,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.186000,0.584000,-1.551000,36,0,5186,584,-1551,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.182000,0.587000,-1.553000,39,0,5182,587,-1553,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.190000,0.591000,-1.558000,39,0,5190,591,-1558,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.173000,0.592000,-1.556000,40,0,5173,592,-1556,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.174000,0.596000,-1.559000,42,0,5174,596,-1559,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.178000,0.599000,-1.562000,40,0,5178,599,-1562,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.165000,0.601000,-1.561000,41,0,5165,601,-1561,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.154000,0.603000,-1.560000,41,0,5154,603,-1560,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.154000,0.606000,-1.562000,40,0,5154,606,-1562,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.150000,0.609000,-1.563000,40,0,5150,609,-1563,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.142000,0.611000,-1.563000,38,0,5142,611,-1563,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.125000,0.612000,-1.560000,38,0,5125,612,-1560,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.124000,0.615000,-1.561000,38,0,5124,615,-1561,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.110000,0.616000,-1.559000,38,0,5110,616,-1559,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.104000,0.618000,-1.559000,38,0,5104,618,-1559,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.094000,0.620000,-1.558000,41,0,5094,620,-1558,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.086000,0.622000,-1.557000,42,0,5086,622,-1557,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.075000,0.624000,-1.555000,42,0,5075,624,-1555,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.069000,0.626000,-1.555000,41,0,5069,626,-1555,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.071000,0.629000,-1.557000,39,0,5071,629,-1557,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.058000,0.630000,-1.555000,40,0,5058,630,-1555,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.044000,0.631000,-1.552000,39,0,5044,631,-1552,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.043000,0.634000,-1.553000,38,0,5043,634,-1553,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.041000,0.636000,-1.554000,38,0,5041,636,-1554,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.023000,0.637000,-1.549000,38,0,5023,637,-1549,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.031000,0.640000,-1.553000,39,0,5031,640,-1553,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.023000,0.642000,-1.551000,38,0,5023,642,-1551,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.025000,0.645000,-1.553000,40,0,5025,645,-1553,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.014000,0.646000,-1.551000,41,0,5014,646,-1551,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.012000,0.648000,-1.551000,41,0,5012,648,-1551,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.013000,0.651000,-1.551000,42,0,5013,651,-1551,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.998000,0.651000,-1.548000,43,0,4998,651,-1548,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.998000,0.654000,-1.548000,45,0,4998,654,-1548,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.988000,0.655000,-1.546000,46,0,4988,655,-1546,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.991000,0.658000,-1.547000,45,0,4991,658,-1547,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.988000,0.660000,-1.547000,45,0,4988,660,-1547,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.982000,0.661000,-1.545000,44,0,4982,661,-1545,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.972000,0.662000,-1.542000,42,0,4972,662,-1542,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.965000,0.663000,-1.540000,41,0,4965,663,-1540,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.970000,0.666000,-1.542000,41,0,4970,666,-1542,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.958000,0.667000,-1.539000,41,0,4958,667,-1539,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.957000,0.669000,-1.538000,41,0,4957,669,-1538,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.957000,0.671000,-1.538000,41,0,4957,671,-1538,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.957000,0.673000,-1.538000,41,0,4957,673,-1538,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.963000,0.676000,-1.540000,42,0,4963,676,-1540,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.942000,0.676000,-1.533000,42,0,4942,676,-1533,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.951000,0.679000,-1.535000,42,0,4951,679,-1535,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.950000,0.681000,-1.535000,42,0,4950,681,-1535,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.941000,0.681000,-1.531000,43,0,4941,681,-1531,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.961000,0.686000,-1.537000,44,0,4961,686,-1537,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.942000,0.685000,-1.530000,42,0,4942,685,-1530,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.955000,0.689000,-1.534000,45,0,4955,689,-1534,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.951000,0.690000,-1.532000,43,0,4951,690,-1532,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.958000,0.693000,-1.533000,42,0,4958,693,-1533,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.969000,0.696000,-1.536000,42,0,4969,696,-1536,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.972000,0.699000,-1.536000,41,0,4972,699,-1536,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.977000,0.701000,-1.537000,39,0,4977,701,-1537,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.978000,0.703000,-1.536000,39,0,4978,703,-1536,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.980000,0.705000,-1.535000,39,0,4980,705,-1535,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.986000,0.708000,-1.536000,39,0,4986,708,-1536,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.987000,0.709000,-1.535000,39,0,4987,709,-1535,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,4.993000,0.712000,-1.536000,39,0,4993,712,-1536,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.007000,0.715000,-1.539000,40,0,5007,715,-1539,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.020000,0.719000,-1.541000,41,0,5020,719,-1541,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.030000,0.722000,-1.543000,36,0,5030,722,-1543,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.046000,0.726000,-1.546000,37,0,5046,726,-1546,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.064000,0.730000,-1.550000,38,0,5064,730,-1550,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.078000,0.733000,-1.553000,41,0,5078,733,-1553,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.099000,0.737000,-1.557000,41,0,5099,737,-1557,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.098000,0.739000,-1.555000,42,0,5098,739,-1555,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.111000,0.742000,-1.557000,41,0,5111,742,-1557,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.127000,0.745000,-1.560000,40,0,5127,745,-1560,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.138000,0.748000,-1.561000,39,0,5138,748,-1561,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.147000,0.751000,-1.562000,39,0,5147,751,-1562,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.169000,0.755000,-1.566000,37,0,5169,755,-1566,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.179000,0.758000,-1.567000,35,0,5179,758,-1567,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.190000,0.761000,-1.568000,33,0,5190,761,-1568,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.205000,0.764000,-1.570000,33,0,5205,764,-1570,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.218000,0.767000,-1.571000,32,0,5218,767,-1571,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.240000,0.771000,-1.576000,33,0,5240,771,-1576,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.253000,0.774000,-1.577000,33,0,5253,774,-1577,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.266000,0.777000,-1.578000,32,0,5266,777,-1578,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.289000,0.782000,-1.582000,32,0,5289,782,-1582,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.304000,0.785000,-1.584000,34,0,5304,785,-1584,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.312000,0.787000,-1.583000,32,0,5312,787,-1583,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.330000,0.790000,-1.585000,34,0,5330,790,-1585,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.342000,0.793000,-1.586000,36,0,5342,793,-1586,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.354000,0.795000,-1.586000,37,0,5354,795,-1586,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.359000,0.797000,-1.585000,39,0,5359,797,-1585,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.365000,0.798000,-1.583000,40,0,5365,798,-1583,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.378000,0.801000,-1.583000,40,0,5378,801,-1583,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.383000,0.802000,-1.581000,40,0,5383,802,-1581,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.389000,0.804000,-1.580000,41,0,5389,804,-1580,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.403000,0.807000,-1.580000,42,0,5403,807,-1580,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.422000,0.810000,-1.582000,43,0,5422,810,-1582,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.421000,0.810000,-1.578000,43,0,5421,810,-1578,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.443000,0.814000,-1.581000,44,0,5443,814,-1581,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.457000,0.816000,-1.581000,41,0,5457,816,-1581,0,0,0
5,1,1,0,0x00000000,0,0,443887052240,5.469000,0.819000,-1.580000,41,0,5469,819,-1580,0,0,0
